Product Name,Quantity,Avg. SP,Curr. SP,Retail Value,Ratio,Department
F BAKE QUEENS ASSORTED 175G,36.00,2.00,2.00,72.00,0.02%,Cakes & Bisc.
F BAKE STRAWBERRY ROUNDS 300G,11.00,2.00,2.00,22.00,0.01%,Cakes & Bisc.
F BAKE TEA BRACK 375G,14.00,2.00,2.00,28.00,0.01%,Cakes & Bisc.
FAM WAFER HAZELNUTS 180G,11.00,1.25,1.25,13.75,0.00%,Cakes & Bisc.
FARMBAKE FRUIT QUEENS 300G,13.00,2.00,2.00,26.00,0.01%,Cakes & Bisc.
FARMBAKE FUDGE BROWNIE 260G,8.00,2.00,2.00,16.00,0.00%,Cakes & Bisc.
FARMBAKE MADEIRA  QUEENS 250G,11.00,2.00,2.00,22.00,0.01%,Cakes & Bisc.
FOXS COOKE EXTREMELY CHOC 175G,15.00,2.99,2.99,44.85,0.01%,Cakes & Bisc.
FOXS COOKIE CHUNK MILK 180G,16.00,3.15,3.15,50.40,0.01%,Cakes & Bisc.
FOXS CREAMS JAM RINGS 150G  20,31.00,1.25,1.25,38.75,0.01%,Cakes & Bisc.
JAC COCONUT CREAMS 100% EXTRA,2.00,2.50,2.50,5.00,0.00%,Cakes & Bisc.
JAC COCONUT CREAMS 2.00 200G,5.00,2.00,2.00,10.00,0.00%,Cakes & Bisc.
JAC CREAM CRACKERS 200G,27.00,1.65,1.65,44.55,0.01%,Cakes & Bisc.
JAC ELITE KIMBERLEY 2.00 132G,78.00,2.00,2.00,156.00,0.04%,Cakes & Bisc.
JAC FIG ROLL 200G,17.00,2.29,2.29,38.93,0.01%,Cakes & Bisc.
JAC ICE WAFERS 15G,30.00,0.69,0.69,20.70,0.00%,Cakes & Bisc.
JAC JAFFA CAKE RESEAL100 147G,3.00,2.95,2.95,8.85,0.00%,Cakes & Bisc.
JAC KIMBERLEY 2.00 300G,18.00,2.00,2.00,36.00,0.01%,Cakes & Bisc.
JAC MIKADO 2.00 250G,28.00,2.00,2.00,56.00,0.01%,Cakes & Bisc.
JAC TUC CRACKERS 100G,27.00,1.90,1.90,51.30,0.01%,Cakes & Bisc.
JAC TUC CRACKERS BOGOF 100G  1,1.00,1.69,1.69,1.69,0.00%,Cakes & Bisc.
JAC VANILLA CREAMS 180G,4.00,1.65,1.65,6.60,0.00%,Cakes & Bisc.
KEEPERS CHOICE VARIETY BI 500G,13.00,1.50,1.50,19.50,0.00%,Cakes & Bisc.
KELK OAT COOKIE CHOC BNUT 150G,1.00,3.29,3.29,3.29,0.00%,Cakes & Bisc.
KELK RICE CAKE CHOCOLATE 100G,22.00,2.35,2.35,51.70,0.01%,Cakes & Bisc.
KELK RICE CAKE YOGH&BERRY 100G,3.00,2.25,2.35,6.75,0.00%,Cakes & Bisc.
LYONS VISCOUNT MINT 98G,55.00,1.00,1.00,55.00,0.01%,Cakes & Bisc.
M/LAND COOKIE CHOC BITE 120G,1.00,2.85,2.85,2.85,0.00%,Cakes & Bisc.
M/LAND COOKIES CHOC CHIP 230G,40.00,1.50,1.50,60.00,0.01%,Cakes & Bisc.
MANORHILL APPLE & CINNAMON,23.00,4.50,4.50,103.50,0.02%,Cakes & Bisc.
MCV DIGESTIVE 250G,11.00,2.19,2.19,24.09,0.01%,Cakes & Bisc.
MCV HOB NOB MILK CHOC 262G,33.00,3.35,2.00,110.55,0.03%,Cakes & Bisc.
MCV HOB NOB ORIG 300G,20.00,2.75,2.75,55.00,0.01%,Cakes & Bisc.
MCV JAFFA CAKES TWIN PK 238G,13.00,2.36,2.79,30.74,0.01%,Cakes & Bisc.
MCV PENGUIN 8PK,6.00,2.95,1.00,17.70,0.00%,Cakes & Bisc.
MCV PENGUIN BARS 6PK 6PK,2.00,2.32,2.32,4.64,0.00%,Cakes & Bisc.
MCV RICH TEA 300G,24.00,2.65,2.65,63.60,0.02%,Cakes & Bisc.
MINI FLAPJK FULLYLOAD S/U 150G,5.00,3.95,3.95,19.75,0.00%,Cakes & Bisc.
MR DONUT,4.00,2.00,2.00,8.00,0.00%,Cakes & Bisc.
MR KIP BRAMLEY PIES 399G  6,8.00,3.65,2.50,29.20,0.01%,Cakes & Bisc.
MR KIP FRENCH FANCIES 223G,34.00,2.23,2.50,75.80,0.02%,Cakes & Bisc.
MR KIP VIENNESE WHIRLS 6 169G,10.00,2.95,3.00,29.50,0.01%,Cakes & Bisc.
OREO CHOCOLATE CREAM 154G,12.00,1.89,1.89,22.68,0.01%,Cakes & Bisc.
OREO COOKIES MINI 115G,55.00,1.50,1.50,82.50,0.02%,Cakes & Bisc.
OREO COOKIES VANILLA 154G,23.00,1.89,1.89,43.47,0.01%,Cakes & Bisc.
PALUSZKI SOLA 300G,24.00,1.25,1.25,30.00,0.01%,Cakes & Bisc.
POLISH DOUGHNUT,260.00,1.20,1.60,312.00,0.07%,Cakes & Bisc.
POLISH YEAST CAKES,49.00,1.20,1.60,58.80,0.01%,Cakes & Bisc.
RHUBARB TART,25.00,4.99,4.99,124.75,0.03%,Cakes & Bisc.
RYVITA CRACKERBRD ORIGINA 250G,11.00,2.35,2.35,25.85,0.01%,Cakes & Bisc.
SPAR BIS BOURBON CREAMS 300G,45.00,1.30,1.35,58.65,0.01%,Cakes & Bisc.
SPAR BIS COOKIES TRIP CHO 180G,56.00,1.89,1.79,105.84,0.03%,Cakes & Bisc.
SPAR BIS DIG PLAIN CHOC 300G,30.00,1.50,1.50,45.00,0.01%,Cakes & Bisc.
SPAR BIS DIGESTIVE 400G,19.00,1.45,1.45,27.55,0.01%,Cakes & Bisc.
SPAR BIS FIG ROLLS 200G  12,5.00,1.65,1.65,8.25,0.00%,Cakes & Bisc.
SPAR BIS FRUIT SHORTCAKE 200G,29.00,1.36,1.36,39.44,0.01%,Cakes & Bisc.
SPAR BIS GINGER NUTS 300G,36.00,1.45,1.45,52.20,0.01%,Cakes & Bisc.
SPAR BIS JAFFA CAKES 150G,39.00,1.48,1.55,57.70,0.01%,Cakes & Bisc.
SPAR BIS RICH TEA 300G,24.00,1.15,1.15,27.60,0.01%,Cakes & Bisc.
SPAR BIS SHORTBREAD FINGE 210G,18.00,1.30,1.30,23.40,0.01%,Cakes & Bisc.
SPAR BISCUITS CHOC MILK 125G,126.00,1.08,1.07,136.56,0.03%,Cakes & Bisc.
SPAR COOKIES BROWNIE 200G,24.00,1.65,1.55,39.60,0.01%,Cakes & Bisc.
SPAR COOKIES CHOC CHIP 150G,145.00,1.02,1.55,148.25,0.04%,Cakes & Bisc.
SPAR COOKIES PEANUT 200G,8.00,1.79,1.79,14.32,0.00%,Cakes & Bisc.
SPAR ICED QUEENS EFILL 220G,7.00,2.00,2.00,14.00,0.00%,Cakes & Bisc.
SPAR MINI MUFFIN DBL CHOC 200G,4.00,2.25,2.25,9.00,0.00%,Cakes & Bisc.
TAGO BISZKOPTY 90G,13.00,0.70,0.70,9.10,0.00%,Cakes & Bisc.
TAGO GINGERBREAD FRUIT,19.00,1.10,1.10,20.90,0.00%,Cakes & Bisc.
TAGO JAFFA RASPBERRY 130G,8.00,1.05,1.05,8.40,0.00%,Cakes & Bisc.
TAGO SNOWFLAKES 135G,11.00,0.95,0.95,10.45,0.00%,Cakes & Bisc.
TAGO WAFERS NUT 280G,6.00,1.90,1.90,11.40,0.00%,Cakes & Bisc.
THE ELITE APPLE TART,27.00,3.50,3.50,94.50,0.02%,Cakes & Bisc.
THE ELITE CARR & WALNUT CAKE,2.00,4.00,4.00,8.00,0.00%,Cakes & Bisc.
THE ELITE CHOCOLATE LOG,9.00,4.00,4.50,36.00,0.01%,Cakes & Bisc.
THE ELITE CHOCOLATE ROLL,8.00,4.00,4.00,32.00,0.01%,Cakes & Bisc.
THE ELITE CUPCAKE,12.00,3.00,3.00,36.00,0.01%,Cakes & Bisc.
THE ELITE JAM SWISS ROLL,6.00,4.00,4.00,24.00,0.01%,Cakes & Bisc.
THE ELITE LEMON LOG,4.00,4.00,4.50,16.00,0.00%,Cakes & Bisc.
THE ELITE LOG 500G,5.00,3.00,4.50,15.00,0.00%,Cakes & Bisc.
THE ELITE LOG VANILLA,3.00,4.00,4.00,12.00,0.00%,Cakes & Bisc.
THE ELITE OXFORD LUNCH,2.00,3.99,4.50,7.98,0.00%,Cakes & Bisc.
THE ELITE PINEAPPLE ROLL,9.00,4.00,4.00,36.00,0.01%,Cakes & Bisc.
THE ELITE SULTANA LOAF,17.00,1.99,2.00,33.83,0.01%,Cakes & Bisc.
WAFERS COCONUT ROLLS 280G,5.00,1.80,1.80,9.00,0.00%,Cakes & Bisc.
WAFERS TAGO COOOA 280G,17.00,1.95,1.95,33.15,0.01%,Cakes & Bisc.
WAFERS VANILLA ROLLS 280G,23.00,1.80,1.80,41.40,0.01%,Cakes & Bisc.
AIR FRESH DR MARCUS LIQUI 1,1.00,4.50,4.80,4.50,0.00%,Car Care
AIR FRESH ECOLO 1,6.00,3.49,4.00,20.94,0.00%,Car Care
C&F BULB HEAD LIGHT 55W 1,3.00,10.50,10.50,31.50,0.01%,Car Care
C&F BULB HEAD LIGHT 60W 1,6.00,5.99,5.99,35.94,0.01%,Car Care
C&F CAPELESS PARKING 1,5.00,2.29,2.29,11.45,0.00%,Car Care
C&F CARPLAN SCREENWASH 500ML,4.00,3.39,3.39,13.56,0.00%,Car Care
C&F INDICATOR LAMP 1,1.00,1.99,1.99,1.99,0.00%,Car Care
C&F N PLATE CARDED 1 PAIR 1,1.00,1.80,1.80,1.80,0.00%,Car Care
CAP MAGIC TREE STRIP 1,10.00,2.25,2.45,22.50,0.01%,Car Care
DIPETANE FUEL TRAETMENT,2.00,11.50,11.50,23.00,0.01%,Car Care
DR MARCUS AIR FRESH SPRAY 75ML,3.00,4.00,4.00,12.00,0.00%,Car Care
GRAND PRIX 2 TON TOW ROPE 1,1.00,8.99,8.99,8.99,0.00%,Car Care
GRAND PRIX LPLATE 20 PAIR 1,2.00,2.29,2.29,4.58,0.00%,Car Care
GRAND PRIX TAX/INS HOLDER 1,1.00,2.25,2.25,2.25,0.00%,Car Care
HOLT INT CLEAN SCRN WASH 125ML,33.00,1.99,1.99,65.67,0.02%,Car Care
HOLTS INTERIOR SCREENIES 1,5.00,3.39,3.50,16.95,0.00%,Car Care
LITTLE TREE AIR FRESHENER 1,1.00,2.25,2.45,2.25,0.00%,Car Care
LITTLE TREE AIR FRESHENER 1,10.00,2.35,2.45,23.50,0.01%,Car Care
LITTLE TREE AIR FRESHENER 1,13.00,2.35,2.45,30.55,0.01%,Car Care
LITTLE TREES,10.00,2.25,2.45,22.50,0.01%,Car Care
LITTLE TREES 3 PACK,3.00,4.49,4.49,13.47,0.00%,Car Care
LITTLE TREES 3 PACK,8.00,4.49,4.75,35.92,0.01%,Car Care
MAGIC TREE ARCTIC WHITE,10.00,2.25,2.45,22.50,0.01%,Car Care
MAGIC TREE BLACK ICE BOX 1,31.00,2.25,2.45,69.75,0.02%,Car Care
MAGIC TREE NEW CAR  BOX 1,26.00,2.25,2.45,58.50,0.01%,Car Care
MICRO FIBRE DEMIST PAD 1,2.00,2.00,2.00,4.00,0.00%,Car Care
OS ROAD ATLAS OF IRELAND,1.00,10.99,10.99,10.99,0.00%,Car Care
PHONE ACCESSORY 1,6.00,7.99,7.99,47.94,0.01%,Car Care
PHONE ACCESSORY 1,53.00,4.99,4.99,264.47,0.06%,Car Care
PRESTONE DEICER SPRAY 600ML,19.00,3.60,3.75,68.40,0.02%,Car Care
SIMONIZ REDEX ADBLUE 1.5L 1,3.00,13.99,13.99,41.97,0.01%,Car Care
SIMONIZE GLOSS DASH WIPES 1,1.00,5.99,5.99,5.99,0.00%,Car Care
SMART BITES ACCESSORY5.95 1,20.00,5.95,5.95,119.00,0.03%,Car Care
SON OF A GUN PROTECTANT 300ML,1.00,7.19,7.19,7.19,0.00%,Car Care
SPONGE JUMBO 1,3.00,1.99,1.99,5.97,0.00%,Car Care
SPORTS SX 2 STROKE,2.00,2.50,2.50,5.00,0.00%,Car Care
TETROSYL PETROL CAN 5LT,3.00,7.00,7.00,21.00,0.01%,Car Care
WD-40 SINGLE CAN 200ML,1.00,5.49,5.49,5.49,0.00%,Car Care
CAD CHOC FINGERS 125G,20.00,1.00,1.00,20.00,0.00%,Choc. Biscuits
LYONS TOFFY POPS 120G,60.00,1.50,1.50,90.00,0.02%,Choc. Biscuits
MCV DIGEST CARAMEL 267G,16.00,3.50,3.50,56.00,0.01%,Choc. Biscuits
MCV DIGESTIVE CHOC DARK 400G,10.00,3.57,3.57,35.70,0.01%,Choc. Biscuits
SPAR BIS DIG MILK CHOC 300G,76.00,1.40,1.40,106.40,0.03%,Choc. Biscuits
SPAR BISCUITS CHOC ROUNDS 175G,28.00,1.78,1.78,49.84,0.01%,Choc. Biscuits
AERO BAR GIANT MILK 100G 100G,34.00,1.75,1.95,59.50,0.01%,Confectionry
ALMOND & COCONUT BAR 40G,3.00,2.29,2.29,6.87,0.00%,Confectionry
BARRATT SOFT NOUGAT BAR 35G,29.00,0.70,0.75,20.30,0.00%,Confectionry
BASSET MURRAY MINTS ROLL 45G,38.00,1.25,1.25,47.50,0.01%,Confectionry
BAZ TRIPLE POWER POP 34G,12.00,1.90,1.90,22.80,0.01%,Confectionry
BAZ00KA RING POP 10G,43.00,0.70,0.70,30.10,0.01%,Confectionry
BAZOOKA JUICY DROPS 57G,16.00,1.95,1.95,31.20,0.01%,Confectionry
BAZOOKA YOKAI MALLOW POP 20G,12.00,1.35,1.35,16.20,0.00%,Confectionry
BELFINE LOVE BEAR CHO BAR 30G,39.00,1.99,1.99,77.61,0.02%,Confectionry
BELFINE LOVE CHOC  BAR 35G,30.00,1.50,1.50,45.00,0.01%,Confectionry
BOUNCE PEANUT PROTEIN BAL 40G,6.00,2.69,2.69,16.14,0.00%,Confectionry
BOUNTY DARK 57G,70.00,1.10,1.30,77.00,0.02%,Confectionry
CAD BOOST 48G   48,138.00,1.40,1.20,193.20,0.05%,Confectionry
CAD BOOST DUO 68G 68G,136.00,1.40,1.40,190.40,0.04%,Confectionry
CAD BOURNVILLE 100G 100G,25.00,2.65,2.99,66.25,0.02%,Confectionry
CAD CRUNCHIE STD BAR 40G,102.00,1.40,1.40,142.80,0.03%,Confectionry
CAD DAIRY MILK 12SQ 65G,135.00,1.50,1.50,202.50,0.05%,Confectionry
CAD DAIRY MILK 18G 18G,53.00,1.10,1.10,58.30,0.01%,Confectionry
CAD DM MEDLEY RASBERRY 93G   1,3.00,2.75,2.75,8.25,0.00%,Confectionry
CAD DM OREO MINT BAR 120G,9.00,2.40,2.40,21.60,0.01%,Confectionry
CAD FREDDO MILK 40C 18G,203.00,0.40,0.40,81.20,0.02%,Confectionry
CAFFREYS SNOWBALLS 5PK 85G,39.00,1.00,1.00,39.00,0.01%,Confectionry
CARAMEL ALMD/SEA SALT BAR 40G,1.00,2.29,2.29,2.29,0.00%,Confectionry
CC CASHEWS 120G,1.00,3.49,3.49,3.49,0.00%,Confectionry
CC CHOC & YOG MIX 200G,1.00,2.49,2.49,2.49,0.00%,Confectionry
CC REDSKIN KERNALS 275G,1.00,1.70,1.70,1.70,0.00%,Confectionry
CC YOGHURT PEANUTS 200G,5.00,2.45,2.45,12.25,0.00%,Confectionry
CHUPA CHUP AIRHEAD 50G,30.00,0.95,0.95,28.50,0.01%,Confectionry
CHUPA CHUP ICE CREAM  BAG 192G,2.00,3.00,3.00,6.00,0.00%,Confectionry
CRUNCH C PISTACHIOS 90G,1.00,2.95,2.95,2.95,0.00%,Confectionry
DK CHOC NUTS/SEA SALT BAR 40G,4.00,2.29,2.29,9.16,0.00%,Confectionry
DOBSONS TROPICAL MEGA 1,3.00,0.30,0.30,0.90,0.00%,Confectionry
DRIFTER BAR 48G,50.00,1.20,1.20,60.00,0.01%,Confectionry
FF PEANUT & ALMONDS 50G,8.00,1.00,1.00,8.00,0.00%,Confectionry
FRYS CREAM CHOCOLATE 49G,148.00,1.40,1.40,207.20,0.05%,Confectionry
FULFIL PRO BAR CHOC ORANG 55G,15.00,2.70,2.00,40.45,0.01%,Confectionry
FULFIL PRO BAR CHOC&CARM 55G,33.00,2.70,2.00,89.14,0.02%,Confectionry
FULFIL PRO BAR LEMON ZING 55G,33.00,2.75,2.75,90.75,0.02%,Confectionry
GIANT WINE GUMMIES 46G,31.00,0.65,0.65,20.15,0.00%,Confectionry
GOODNESSKNOWS BLUEBERRY 34G,45.00,1.38,1.39,62.13,0.01%,Confectionry
HALLS MENTHOS ORIGINAL SF 32G,17.00,1.45,1.45,24.65,0.01%,Confectionry
HALLS MENTHOS STRAWBERRY 32G,8.00,1.30,1.30,10.40,0.00%,Confectionry
HAMLET BEAR SWEETY BOX 55G,29.00,4.00,4.00,116.00,0.03%,Confectionry
HANNAHS WHITE MICE,6.00,2.00,2.00,12.00,0.00%,Confectionry
HARIBO FIZZY COLA 160G,73.00,1.50,1.50,109.50,0.03%,Confectionry
HARIBO STARMIX 140G,108.00,1.50,1.00,162.00,0.04%,Confectionry
HUNKY DORY C&O 33 135G,13.00,2.59,2.65,33.67,0.01%,Confectionry
HUNKY DORY S&V 33 135G,12.00,2.59,2.75,31.08,0.01%,Confectionry
HUNKY DORY SC&O 33 135G,7.00,2.59,2.75,18.13,0.00%,Confectionry
JAKEMANS STK PK HON LEMON 45G,4.00,1.25,1.25,5.00,0.00%,Confectionry
JAKEMANS STK PK THROAT CH 45G,4.00,0.99,1.25,3.96,0.00%,Confectionry
KELK MWAVE BUTTER POPCORN 3X90,15.00,2.99,2.99,44.85,0.01%,Confectionry
KELKIN MICROWAVE POPCORN 90G X,12.00,2.95,2.95,35.40,0.01%,Confectionry
KELL BAR NUTS & MORE 45G,2.00,1.60,1.60,3.20,0.00%,Confectionry
KELL BAR R KR CEREAL MILK 20G,49.00,0.75,0.75,36.75,0.01%,Confectionry
KELL BAR R KR SQ CAR CHOC 36G,15.00,1.10,1.10,16.50,0.00%,Confectionry
KELL BAR R KR SQUARE CHOC 36G,12.00,1.10,1.10,13.20,0.00%,Confectionry
KIDS BAR PBUTER & D CHOC 40G,2.00,2.29,2.29,4.58,0.00%,Confectionry
KINDER BUENO DARK T2 43G,32.00,1.35,1.35,43.20,0.01%,Confectionry
KINDER CHOC HAPPY BAG T12 102G,1.00,2.99,2.99,2.99,0.00%,Confectionry
KINDER MINI MIX EASTER 79G,10.00,3.19,3.19,31.90,0.01%,Confectionry
KING CRISP VARIETY 8PK 2 200G,31.00,2.00,2.00,62.00,0.01%,Confectionry
KIT KAT 4 FINGER 4PK 41.5GX4,30.00,2.90,2.90,87.00,0.02%,Confectionry
KIT KAT 4 FINGER DARK 70 41.5G,42.00,1.10,1.10,46.20,0.01%,Confectionry
KIT KAT CHUNKY MILK 40G,178.00,0.92,1.25,163.55,0.04%,Confectionry
KP DIPS CHOCOLATE 32G,25.00,1.50,1.50,37.50,0.01%,Confectionry
KP PEANUT DRY ROAST 170G,18.00,2.79,2.79,50.22,0.01%,Confectionry
KP PEANUT SALTED 170G,22.00,2.79,2.79,61.38,0.01%,Confectionry
LEMONS CHEWY FRUITS ROLL 42G,35.00,0.85,0.85,29.75,0.01%,Confectionry
LEMONS CHEWY MINTS ROLL 38G,20.00,0.85,0.85,17.00,0.00%,Confectionry
LINDT EXCEL DARK SEASALT 100G,9.00,2.80,2.80,25.20,0.01%,Confectionry
LINDT EXCELLEN COC GTA 70 100G,7.00,2.95,2.99,20.65,0.00%,Confectionry
LINDT EXCELLENC MINT 100G,11.00,2.90,2.90,31.90,0.01%,Confectionry
LINDT EXCELLENC ORANGE 100G,7.00,2.90,2.99,20.30,0.00%,Confectionry
LINDT PAW 20G,43.00,1.16,1.25,49.75,0.01%,Confectionry
LOCKETS EXTRA STRONG 41G,12.00,1.15,1.15,13.80,0.00%,Confectionry
LOCKETS HONEY & LEMON 41G,20.00,1.15,1.15,23.00,0.01%,Confectionry
L'OR CLASSIQUE SMOOTH100G 100G,6.00,5.91,5.90,35.45,0.01%,Confectionry
M&M CHOCO POUCH 133G,1.00,3.45,3.45,3.45,0.00%,Confectionry
M&MS PEANUT TUBE 50G,1.00,1.25,1.25,1.25,0.00%,Confectionry
MARS BAR ORIGINAL 51G,106.00,1.10,1.10,116.60,0.03%,Confectionry
MARS BITES BAG 119G,8.00,3.05,3.05,24.40,0.01%,Confectionry
MARS DUO BAR 79G,76.00,1.29,1.69,98.04,0.02%,Confectionry
MAYNARD SOUR ROLLS 52G,33.00,1.10,1.10,36.30,0.01%,Confectionry
MAYNARD WINE PASTILLE ROL 52G,67.00,1.10,1.10,73.70,0.02%,Confectionry
MENTOS FRUIT ROLL 38G,124.00,0.80,0.80,99.20,0.02%,Confectionry
MENTOS MINT ROLL 38G,52.00,0.80,0.80,41.60,0.01%,Confectionry
MILLIONS TUBES BLACKCURRA 60G,4.00,1.25,1.25,5.00,0.00%,Confectionry
MILLIONS TUBES BUBBLEGUM 60G,12.00,1.30,1.30,15.60,0.00%,Confectionry
MUNCHIES POUCH BAG 113G  12,31.00,2.06,2.65,63.80,0.02%,Confectionry
MUNCHIES REGULAR 52G,70.00,1.45,1.45,101.50,0.02%,Confectionry
NESTLE ASSORTMENT MIX BAG 107G,13.00,2.00,2.60,26.00,0.01%,Confectionry
NESTLE CRUNCH BAR 33G,15.00,1.20,1.20,18.00,0.00%,Confectionry
NESTLE MIXED CP 264G,5.00,3.00,3.00,15.00,0.00%,Confectionry
NOSH BAR NOUGAT 60G,21.00,1.20,1.20,25.20,0.01%,Confectionry
NUTRAMINO BAR VANILLA CAR 50G,24.00,2.35,2.35,56.40,0.01%,Confectionry
OATFIELD CHOC ORANGE ROLL 35G,16.00,0.90,0.90,14.40,0.00%,Confectionry
OATFIELD ESKIMO MINTS 150G,2.00,2.35,2.35,4.70,0.00%,Confectionry
OATFIELD LIQUORICE BON BO 38G,22.00,0.90,0.90,19.80,0.00%,Confectionry
OLZA PRINCE XXL,28.00,0.65,0.65,18.20,0.00%,Confectionry
POLO FRUITS 37G,37.00,0.95,0.95,35.15,0.01%,Confectionry
POLO SPEARMINTS 33.4G,44.00,0.95,0.95,41.80,0.01%,Confectionry
PRINCESSA MAXI COCONUT,46.00,0.55,0.55,25.30,0.01%,Confectionry
ROSE CREAM PIE 3PK 165G,37.00,1.50,1.50,55.50,0.01%,Confectionry
ROSE MILK CHOC ROSE 18G 20,33.00,2.00,2.00,66.00,0.02%,Confectionry
ROSE MILK CHOC TULIPS 18G 20,32.00,2.00,2.00,64.00,0.02%,Confectionry
ROWN JELLY TOTS 42G,52.00,0.95,0.95,49.40,0.01%,Confectionry
SMARTIES BAR MILK 45G,2.00,0.95,0.95,1.90,0.00%,Confectionry
SMARTIES MINI EGGS POUCH 90G,22.00,1.50,1.50,33.00,0.01%,Confectionry
SMARTIES ORAN MINI EGGS 90G,23.00,1.55,1.65,35.70,0.01%,Confectionry
SNACK A JACK SALT VINEGAR 126G,14.00,2.35,2.35,32.90,0.01%,Confectionry
SPAR PICKLED ONION RINGS 100G,8.00,1.09,1.09,8.72,0.00%,Confectionry
SWIZ DRUMSTICK BAR 18G,18.00,0.30,0.30,5.40,0.00%,Confectionry
SWIZ LOVE HEARTS GIANT 39G,95.00,0.55,0.55,52.25,0.01%,Confectionry
SWIZ MAT MEGA DBL LOL TWS 34.5,32.00,0.65,0.65,20.80,0.00%,Confectionry
TAYTO BISTRO SOUR CREAM 135G,5.00,2.59,2.85,12.95,0.00%,Confectionry
TAYTO CHIPSTICKS S&V 35G,135.00,0.85,0.85,114.75,0.03%,Confectionry
TAYTO TREBLE CRNCH 6PK 2 120G,31.00,2.00,2.00,62.00,0.01%,Confectionry
TAYTO VARIENTY 8PK 2.00 200G,12.00,2.00,2.00,24.00,0.01%,Confectionry
TERRY CHOC ORNG MILK BAR 35G,57.00,1.20,1.10,68.40,0.02%,Confectionry
TIC TAC CHERRY COLA 18G,10.00,0.86,0.86,8.60,0.00%,Confectionry
TIC TAC MINT 18G,73.00,1.00,1.05,73.00,0.02%,Confectionry
TIC TAC STRAWBERRY FIELDS 18G,19.00,1.00,1.00,19.00,0.00%,Confectionry
TOFFIFEE BOX XMAS NOVELTY 375G,10.00,6.99,6.99,69.90,0.02%,Confectionry
TOPPS JUICY DROP POP MIX 23G,7.00,1.95,1.95,13.65,0.00%,Confectionry
TOXIC WASTE BLUE CHEW BAR,10.00,0.40,0.40,4.00,0.00%,Confectionry
TOXIC WASTE CANDY 48G,13.00,1.80,1.80,23.40,0.01%,Confectionry
TOXIC WASTE NUCLEAR SLUDGE,16.00,0.40,0.40,6.40,0.00%,Confectionry
TROLLI BAG STRAWBERRY PUF 100G,24.00,1.00,1.00,24.00,0.01%,Confectionry
TROLLI BAG SUPERFRUITS 100G,8.00,1.00,1.00,8.00,0.00%,Confectionry
TROLLI BAG WACKY QUACKY 100G,23.00,1.00,1.00,23.00,0.01%,Confectionry
WALKERS BAR FRUIT&NUT 100G,10.00,1.25,1.25,12.50,0.00%,Confectionry
WALKERS BAR PLAIN TOFFEE 100G,29.00,1.25,1.25,36.25,0.01%,Confectionry
WALKERS BAR TOFFEE LIQ 100G,20.00,1.25,1.25,25.00,0.01%,Confectionry
WALKERS TWIN PACK 200G,1.00,3.49,3.49,3.49,0.00%,Confectionry
WALNUT WHIP MILK VANILLA 30G,50.00,1.20,1.20,60.00,0.01%,Confectionry
WHAT NEXT GUMMI PIZZA 25.5G,47.00,0.45,0.45,21.15,0.01%,Confectionry
WILTON KLIPSO BAR 30G,54.00,0.65,0.65,35.10,0.01%,Confectionry
WILTON MACAROOM BAR 22G,83.00,0.45,0.45,37.35,0.01%,Confectionry
WILTON MINT CRISP BAR 22G,1.00,0.60,0.60,0.60,0.00%,Confectionry
WILTON MINT CRISP LARGE 34G,17.00,0.75,0.75,12.75,0.00%,Confectionry
ZED DOUBLE DARES,16.00,1.50,1.50,24.00,0.01%,Confectionry
CATCH BAR 50G,87.00,0.95,1.00,82.65,0.02%,Confectionry
EAT NAT ALMOND APRCOT YOG 50G,3.00,1.75,1.99,5.25,0.00%,Confectionry
KELL BAR NUTRI APPLE 37G,1.00,1.10,1.10,1.10,0.00%,Confectionry
KELL BAR NUTRI B'BERRY 37G,39.00,1.10,1.10,42.90,0.01%,Confectionry
KELL BAR NUTRI ELEV CHOC 45G,24.00,1.10,1.10,26.40,0.01%,Confectionry
KELL BAR NUTRI ELEV RAISI 45G,24.00,1.10,1.10,26.40,0.01%,Confectionry
KELL BAR NUTRI STRAW 37G,27.00,1.10,1.10,29.70,0.01%,Confectionry
KELL BAR R KR SQ M/MALLOW 28G,57.00,1.10,1.10,62.70,0.01%,Confectionry
NAT VAL SSN DARK CHOC 30G,26.00,1.00,1.00,26.00,0.01%,Confectionry
HUBBABUBBA SERIOUSLY STRA 21G,40.00,0.75,0.75,30.00,0.01%,Confectionry
TREBOR EXSTRONG PMINT ROL 41.5,153.00,1.10,1.10,168.30,0.04%,Confectionry
WRIG AIR S FRE BLK MINT10 16.2,41.00,0.90,0.90,36.90,0.01%,Confectionry
WRIG AIR S FREE BLKCUR 10 14G,55.00,0.90,0.90,49.50,0.01%,Confectionry
WRIG AIR S FREE MTL&EUC10 15G,105.00,0.90,0.90,94.50,0.02%,Confectionry
WRIG EX PEPPERMINT 60PC 85G,70.00,3.00,3.00,210.00,0.05%,Confectionry
WRIG EX S FRE COOL BREZE 15G,172.00,0.85,0.85,146.20,0.03%,Confectionry
WRIG EX S FREE ICE P/MINT 15G,39.00,0.90,0.90,35.10,0.01%,Confectionry
WRIG EX S FREE ICE WHT 10 15G,88.00,0.90,0.90,79.20,0.02%,Confectionry
WRIG EX S FREE P/MINT10P 15G,319.00,0.85,0.85,271.15,0.06%,Confectionry
WRIG EX S FREE S/BERRY10P 15G,84.00,0.85,0.85,71.40,0.02%,Confectionry
