Product Name,Quantity,Avg. SP,Curr. SP,Retail Value,Ratio,Department
RIBENA BLACKCURRANT 500ML,54.00,2.00,2.20,108.00,0.03%,Minerals
CLUB LEMON REG 2LT,18.00,2.80,2.80,50.40,0.01%,Minerals
CLUB ORANGE REG 2LT,27.00,2.80,2.80,75.60,0.02%,Minerals
CLUB ROCK SHANDY 2LT,15.00,2.80,3.05,42.00,0.01%,Minerals
PEPSI MAX 2LT,37.00,2.80,1.75,103.60,0.02%,Minerals
PEPSI REG 2LT,20.00,2.80,2.35,56.00,0.01%,Minerals
SEVEN UP FREE 2LT,132.00,2.65,1.75,349.80,0.08%,Minerals
SEVEN UP REGULAR 2LT,94.00,2.65,2.15,249.10,0.06%,Minerals
SPAR AMERICAN COLA REG 2LT,20.00,1.55,1.59,31.00,0.01%,Minerals
SPAR CRUSH LEM & LIME. 2LT,20.00,1.39,1.49,27.80,0.01%,Minerals
SPAR CRUSH ORANGE 2LT,24.00,1.39,1.49,33.36,0.01%,Minerals
TK LEMONADE RED 2LT,21.00,1.65,1.65,34.65,0.01%,Minerals
BALLYGOWAN FUN SIZE SINGL 250M,2.00,0.70,0.70,1.40,0.00%,Minerals
BALLYGOWAN SPARKLING 1.00 2LT,4.00,1.00,1.00,4.00,0.00%,Minerals
BALLYGOWAN SPARKLING 2LT,28.00,1.99,1.99,55.72,0.01%,Minerals
BALLYGOWAN SPARKLING 500ML,38.00,1.30,1.30,49.40,0.01%,Minerals
BALLYGOWAN STILL 1.00 2LT,19.00,1.00,1.00,19.00,0.00%,Minerals
BALLYGOWAN STILL 1.00 500ML,46.00,1.00,1.00,46.00,0.01%,Minerals
BALLYGOWAN STILL 2LT,104.00,1.99,1.95,206.96,0.05%,Minerals
BALLYGOWAN STILL 500ML,39.00,1.30,1.35,50.70,0.01%,Minerals
BALLYGOWAN STILL 750ML,59.00,1.65,1.82,97.35,0.02%,Minerals
BALLYGOWAN STILL SPORT 1LT,290.00,1.99,1.99,577.10,0.14%,Minerals
CELTIC PURE WATER 2LT 2LT,36.00,0.95,0.95,34.20,0.01%,Minerals
CELTIC PURE WATER SP CAP 1L,58.00,1.00,1.00,58.00,0.01%,Minerals
CELTIC PURE WATER SPORT 750ML,58.00,0.95,0.95,55.10,0.01%,Minerals
CELTIC SPARKLING WATER 500ML,22.00,0.90,0.90,19.80,0.00%,Minerals
CELTIC WATER 5LT,17.00,2.50,2.50,42.50,0.01%,Minerals
EVIAN MINERAL WATER 75CL,74.00,2.20,2.20,162.80,0.04%,Minerals
RIVER ROCK STILL 1LT,12.00,1.80,1.80,21.60,0.01%,Minerals
SPAR COCONUT WATER 1LT   8,1.00,2.60,2.60,2.60,0.00%,Minerals
SPAR WATER SPARKLING 2LT,58.00,1.09,1.09,63.22,0.01%,Minerals
SPAR WATER STILL 1LT,213.00,1.35,1.20,287.55,0.07%,Minerals
SPAR WATER STILL 2LT,234.00,1.09,1.09,255.06,0.06%,Minerals
SPAR WATER STILL SPORT 750ML,1.00,1.10,1.09,1.10,0.00%,Minerals
TIPP ACTIVE STILL WATER 750ML,128.00,1.85,1.85,236.80,0.06%,Minerals
TIPP CLEARLY  RASPBERRY 500ML,65.00,1.49,1.49,96.85,0.02%,Minerals
TIPP CLEARLY APPLE 500ML,41.00,1.49,1.49,61.09,0.01%,Minerals
TIPP CLEARLY BLACKBERRY 500ML,72.00,1.49,1.49,107.28,0.03%,Minerals
TIPP CLEARLY LEMON &LIME 500ML,54.00,1.49,1.49,80.46,0.02%,Minerals
TIPP STILL 1.5LT BOX 1.5LT,11.00,1.50,1.50,16.50,0.00%,Minerals
TIPP WATER SPARKLING 500ML,46.00,1.35,1.35,62.10,0.01%,Minerals
TIPP WATER STILL PM1 500ML,334.00,1.00,1.00,334.00,0.08%,Minerals
VOLVIC TOF LEMON & LIME 1.5LT,5.00,2.15,2.30,10.75,0.00%,Minerals
VOLVIC TOUCH OF FR SF STR 1.5L,6.00,2.25,2.50,13.50,0.00%,Minerals
VOLVIC WATER SPORTS 1LT,115.00,2.00,2.00,230.00,0.05%,Minerals
VOLVIC WATER STILL 1.5LT,323.00,1.09,2.00,352.00,0.08%,Minerals
VOLVIC WATER STILL 500ML,148.00,1.35,1.35,199.80,0.05%,Minerals
DAILY EXPRESS,1.00,0.80,0.80,0.80,0.00%,News & Magazines
FARMERS JOURNAL,34.00,3.10,3.10,105.40,0.02%,News & Magazines
FROZEN NAPKINS,1.00,2.00,2.00,2.00,0.00%,News & Magazines
FT WEEKEND,3.00,3.90,3.90,11.70,0.00%,News & Magazines
HERALD,532.00,1.20,1.20,638.40,0.15%,News & Magazines
IRELANDS EYE,1.00,1.80,1.80,1.80,0.00%,News & Magazines
IRISH DAILY MAIL FRIDAY,40.00,1.40,1.40,56.00,0.01%,News & Magazines
IRISH DAILY MAIL MONDAY,41.00,1.40,1.60,57.40,0.01%,News & Magazines
IRISH DAILY MAIL SATURDAY,53.00,1.60,1.60,84.80,0.02%,News & Magazines
IRISH DAILY MAIL THURSDAY,36.00,1.40,1.40,50.40,0.01%,News & Magazines
IRISH DAILY MAIL TUESDAY,48.00,1.40,1.40,67.20,0.02%,News & Magazines
IRISH DAILY MAIL WEDNESDAY,43.00,1.40,1.60,60.20,0.01%,News & Magazines
IRISH DAILY MIRROR,47.00,1.30,1.30,61.10,0.01%,News & Magazines
IRISH DAILY MIRROR,47.00,1.30,1.30,61.10,0.01%,News & Magazines
IRISH DAILY MIRROR,47.00,1.30,1.30,61.10,0.01%,News & Magazines
IRISH DAILY MIRROR,48.00,1.30,1.30,62.40,0.01%,News & Magazines
IRISH DAILY MIRROR,48.00,1.40,1.40,67.20,0.02%,News & Magazines
IRISH DAILY STAR,91.00,1.50,1.50,136.50,0.03%,News & Magazines
IRISH DAILY STAR,109.00,1.50,1.50,163.50,0.04%,News & Magazines
IRISH EXAMINER,12.00,2.00,2.00,24.00,0.01%,News & Magazines
IRISH INDEPENDENT,642.00,2.00,2.20,1284.00,0.30%,News & Magazines
IRISH INDEPENDENT SATURDAY,186.00,2.70,2.90,502.20,0.12%,News & Magazines
IRISH STAR,87.00,1.50,1.50,130.50,0.03%,News & Magazines
IRISH STAR,93.00,1.50,1.50,139.50,0.03%,News & Magazines
IRISH STAR,104.00,1.50,1.50,156.00,0.04%,News & Magazines
IRISH SUNDAY PEOPLE,18.00,1.80,1.80,32.40,0.01%,News & Magazines
IRISH TIMES WEEKEND,78.00,3.20,3.20,249.60,0.06%,News & Magazines
MATCH ATTACK,178.00,1.00,1.00,178.00,0.04%,News & Magazines
MATCH ATTAX,144.00,1.00,1.00,144.00,0.03%,News & Magazines
RACING POST,2.00,3.30,3.50,6.60,0.00%,News & Magazines
RACING POST SUNDAY,5.00,3.30,3.30,16.50,0.00%,News & Magazines
RTE GUIDE,11.00,1.95,1.95,21.45,0.01%,News & Magazines
STAR SATURDAY,109.00,1.50,1.50,163.50,0.04%,News & Magazines
STAR SUNDAY,36.00,1.00,1.00,36.00,0.01%,News & Magazines
SUNDAY EXPRESS,1.00,1.50,1.50,1.50,0.00%,News & Magazines
SUNDAY INDEPENDENT,269.00,3.00,3.30,807.00,0.19%,News & Magazines
SUNDAY MIRROR,30.00,1.80,1.80,54.00,0.01%,News & Magazines
SUNDAY WORLD,207.00,2.50,2.50,517.50,0.12%,News & Magazines
THE HERALD,83.00,1.20,1.20,99.60,0.02%,News & Magazines
THE IRISH FIELD,12.00,3.60,3.60,43.20,0.01%,News & Magazines
THE IRISH MAIL,110.00,2.80,2.80,308.00,0.07%,News & Magazines
THE IRISH MIRROR,53.00,1.30,1.30,68.90,0.02%,News & Magazines
THE IRISH SUN,389.00,1.00,1.10,389.00,0.09%,News & Magazines
THE IRISH SUN,411.00,1.00,1.20,411.00,0.10%,News & Magazines
THE IRISH TIMES,227.00,2.00,2.20,454.00,0.11%,News & Magazines
THE OBSERVER SUNDAY,13.00,3.80,3.80,49.40,0.01%,News & Magazines
THE PHOENIX,1.00,2.95,2.95,2.95,0.00%,News & Magazines
THE SUN SUNDAY,87.00,1.00,1.20,87.00,0.02%,News & Magazines
THE SUNDAY BUSINESS POST,43.00,3.20,3.40,137.60,0.03%,News & Magazines
THE SUNDAY TIMES,81.00,3.00,3.00,243.00,0.06%,News & Magazines
THE TIMES,5.00,0.90,2.00,4.50,0.00%,News & Magazines
THE TIMES SATURDAY,1.00,1.50,2.50,1.50,0.00%,News & Magazines
TV NOW,6.00,1.20,1.20,7.20,0.00%,News & Magazines
BAKERS COMP BEEF SML DOG 1KG,11.00,3.80,3.80,41.80,0.01%,PetCare
BAKERS COMP BEEF VEG 2.70KG,16.00,9.70,9.70,155.20,0.04%,PetCare
BAKERS DENTAL DELIC CHCKN 200G,2.00,3.38,3.38,6.76,0.00%,PetCare
BAKERS MEATY TWIST JUMBO 200G,10.00,3.29,3.29,32.90,0.01%,PetCare
BAKERS REWARDS VARIETY 100GM 8,3.00,2.09,2.09,6.27,0.00%,PetCare
BAKERS SIZZLER BACON 120G,3.00,3.29,3.29,9.87,0.00%,PetCare
BONIO ORIGINAL 650G,3.00,2.94,2.99,8.82,0.00%,PetCare
BRANDY CHNKS IN GRAVY VAR 6X39,5.00,5.05,5.18,25.25,0.01%,PetCare
BRANDY VAR JEL CHUNK 2.00 3X39,40.00,2.00,2.00,80.00,0.02%,PetCare
CAT CLUB VAR GRAVY 3PK 2 3X400,16.00,2.00,2.00,32.00,0.01%,PetCare
CESAR CHICK&TURK ALU 150G 150G,31.00,1.31,1.40,40.61,0.01%,PetCare
CESAR CIJ LAMB&CHICK ALU 150G,3.00,1.35,1.40,4.05,0.00%,PetCare
CESAR CLASSICS SELECTION 4X150,6.00,4.95,4.99,29.70,0.01%,PetCare
CESAR SENIOR VARIETY 4PK 4X150,4.00,4.89,4.99,19.56,0.00%,PetCare
FELIX AGAIL FAVOURITES 12X100G,3.00,7.65,7.99,22.95,0.01%,PetCare
FELIX PCH CIJ CHICKEN 100G,11.00,0.85,0.85,9.35,0.00%,PetCare
GO CAT CHICKEN BEEF&LIVER 340G,3.00,1.79,1.79,5.37,0.00%,PetCare
GO CAT DUCK RABBIT&CHICK 340G,6.00,1.89,1.89,11.34,0.00%,PetCare
GO CAT TURKEY VEG 340G,1.00,1.69,1.69,1.69,0.00%,PetCare
IRISH ROVER DENTAL STICKS,1.00,2.00,2.00,2.00,0.00%,PetCare
JESSIE DOG CHICKEN 400G,11.00,0.83,0.83,9.13,0.00%,PetCare
MADRA BEEF & VEG  60 EX 2.5KG,4.00,5.00,5.00,20.00,0.00%,PetCare
MADRA CHICK & VEG,6.00,5.00,5.00,30.00,0.01%,PetCare
PED CHUM LAMB 400G,2.00,0.93,0.93,1.86,0.00%,PetCare
PED COMP CHIC 2.6KG FL6. 2.6KG,9.00,6.00,6.00,54.00,0.01%,PetCare
PED COMP PUPPY JNR CHICK 2.2KG,1.00,7.99,9.15,7.99,0.00%,PetCare
PED COMP SMALL DOG BEEF 1.4KG,1.00,4.99,5.99,4.99,0.00%,PetCare
PED POUCH SENIOR 4X100G 1,9.00,2.25,2.25,20.25,0.00%,PetCare
PED POUCH VAR JELLY 4X100G 1,29.00,1.99,2.25,57.71,0.01%,PetCare
PEDIGREE BISCROK VAR SMAL 500G,2.00,3.19,3.19,6.38,0.00%,PetCare
PEDIGREE CAN ORIG LOAF 400G,41.00,1.05,1.20,43.05,0.01%,PetCare
PEDIGREE DENTASTIX MEDIUM 180G,12.00,2.99,2.99,35.88,0.01%,PetCare
PEDIGREE DENTASTIX SMALL 110G,1.00,2.92,2.99,2.92,0.00%,PetCare
PEDIGREE GRAVY BEEF 400G,2.00,1.15,1.15,2.30,0.00%,PetCare
PEDIGREE GRAVY CAN 6PK 6X400G,3.00,6.30,6.80,18.90,0.00%,PetCare
PEDIGREE GRAVY CHICKEN 400G,1.00,1.15,1.15,1.15,0.00%,PetCare
PEDIGREE JUMBONE CHICKEN2 200G,14.00,2.60,2.60,36.40,0.01%,PetCare
PEDIGREE JUMBONE MAXIBEEF 210G,8.00,2.60,2.70,20.80,0.00%,PetCare
PEDIGREE JUMBONE MED BEEF 100G,1.00,1.79,1.79,1.79,0.00%,PetCare
PEDIGREE MARKIES 500G 500G,2.00,2.65,3.19,5.30,0.00%,PetCare
SHEBA JELLY SALMON ALU 85G,5.00,0.85,0.99,4.25,0.00%,PetCare
SHEBA LOAF CHICK ALU 85G,1.00,0.85,0.99,0.85,0.00%,PetCare
SHEBA PCH FISH 6X50G 6X50G,1.00,3.29,3.29,3.29,0.00%,PetCare
SHEBA PCH POULTRY 6X50G 6X50G,1.00,3.29,3.29,3.29,0.00%,PetCare
SPAR CAT CHICKEN IN JELLY 400G,10.00,0.89,0.99,8.90,0.00%,PetCare
SPAR CAT DRY CHICK POUCH 400G,3.00,1.49,1.49,4.47,0.00%,PetCare
SPAR CAT DRY CHICKEN 2KG 2KG,3.00,2.99,2.99,8.97,0.00%,PetCare
SPAR CAT LITTER 4LTR 4LT,4.00,3.19,3.19,12.76,0.00%,PetCare
SPAR CAT SALMON&TUNA 400G,18.00,0.89,0.99,16.02,0.00%,PetCare
SPAR DOG CHICK&SUNFLOWER 400G,15.00,0.89,0.99,13.35,0.00%,PetCare
SPAR DOG COMPLETE BEEF 2.5KG,12.00,4.07,4.60,48.80,0.01%,PetCare
SPAR DOG COMPLETE CHICKEN 2.5K,15.00,4.39,4.60,65.80,0.02%,PetCare
SPAR DOG TURKEY&LAMB 400G,18.00,0.89,0.99,16.02,0.00%,PetCare
SPAR DOG VARIETY 6PACK 6X400G,28.00,4.70,4.70,131.60,0.03%,PetCare
THOMAS CAT LITTER 5LT,2.00,4.89,5.45,9.78,0.00%,PetCare
WHISKAS CAN CHICKEN JELLY 390G,29.00,1.10,1.10,31.90,0.01%,PetCare
WHISKAS COMP CHICKEN PM6 2KG,7.00,6.00,6.00,42.00,0.01%,PetCare
WHISKAS COMP DRY CHICKEN 340G,4.00,2.35,2.35,9.40,0.00%,PetCare
WHISKAS COMP TUNA 6 2KG,7.00,6.00,6.00,42.00,0.01%,PetCare
WHISKAS FISH MVMP JELLY 6X390G,1.00,8.15,9.00,8.15,0.00%,PetCare
WHISKAS POUCH FISHERMANS 12X10,1.00,6.53,7.15,6.53,0.00%,PetCare
WHISKAS POUCH SNR POULTRY 12X1,6.00,6.53,7.15,39.18,0.01%,PetCare
WHISKAS POUCH TRAD DISHES 12X1,5.00,6.65,7.15,33.25,0.01%,PetCare
WHISKAS POUCH TUNA 100G,7.00,0.80,0.90,5.60,0.00%,PetCare
WHISKAS TEMP CHICK CLIPSP 60G,1.00,1.95,1.95,1.95,0.00%,PetCare
WHISKAS TEMPTATION CHICKN 60G,1.00,1.91,1.95,1.91,0.00%,PetCare
100PG NOTEBOOK 1,1.00,0.50,0.50,0.50,0.00%,Stat/Cards
18X33 TAPE&DISPENSER 20,1.00,1.99,1.99,1.99,0.00%,Stat/Cards
2000 STAPLES,1.00,2.45,2.45,2.45,0.00%,Stat/Cards
ASHLING 120PAGE REFILL 1,2.00,1.30,1.89,2.60,0.00%,Stat/Cards
BALL POINT PENS 16PK,2.00,1.49,1.49,2.98,0.00%,Stat/Cards
BALLPOINTS 10,7.00,2.25,2.25,15.75,0.00%,Stat/Cards
BLU TACK HANDY PACK 1,1.00,2.00,2.00,2.00,0.00%,Stat/Cards
CC VALENTINES CARD 1,31.00,3.00,3.00,93.00,0.02%,Stat/Cards
CC VALENTINE'S DAY CODE D 1,128.00,3.65,3.65,467.20,0.11%,Stat/Cards
CRAYOLA STANDARD CRAYONS 8,5.00,1.25,1.25,6.25,0.00%,Stat/Cards
DL SELF SEAL ENVELOPES,3.00,2.50,2.50,7.50,0.00%,Stat/Cards
FC BROCCOLI 500G X10 500G,26.00,2.00,2.32,52.00,0.01%,Stat/Cards
FROZEN DRINKING STRAWS,1.00,2.50,2.50,2.50,0.00%,Stat/Cards
FROZEN PARTY INVITATION,4.00,2.00,2.00,8.00,0.00%,Stat/Cards
HELIX RULER SHATTER PROOF 1,5.00,0.95,0.95,4.75,0.00%,Stat/Cards
MANILLA ENVELOPES,1.00,3.00,3.00,3.00,0.00%,Stat/Cards
MANILLA EVELOPE,5.00,2.50,2.50,12.50,0.00%,Stat/Cards
MATHS SET,3.00,3.95,3.95,11.85,0.00%,Stat/Cards
OFFICE STYLE DUPLICATE BOOK,2.00,2.00,2.00,4.00,0.00%,Stat/Cards
OFFIEC STYLE MANILLA ENVELOPES,4.00,2.00,2.00,8.00,0.00%,Stat/Cards
OLYMPIC PADDED ENVELOPE K,6.00,1.90,2.10,11.40,0.00%,Stat/Cards
OWL PADDED BAG DISPLAY M5 1X 5,2.00,1.10,1.10,2.20,0.00%,Stat/Cards
PADDED BAG DISPLAY M50,9.00,0.50,0.65,4.50,0.00%,Stat/Cards
PAPER CLIPS 100 SMALL,4.00,2.65,2.65,10.60,0.00%,Stat/Cards
SELLOTAPE 24 X 50 .120KG,1.00,3.50,3.50,3.50,0.00%,Stat/Cards
SILVINE RED SPIRAL N/BOOK 6.8X,2.00,1.25,1.25,2.50,0.00%,Stat/Cards
STAEDTLER STK PEN BLUE,3.00,2.49,2.49,7.47,0.00%,Stat/Cards
TIPP-EX RAPID FLUID 1,2.00,3.55,3.55,7.10,0.00%,Stat/Cards
TRIPLUS HIGHLIGHTER,1.00,2.25,2.25,2.25,0.00%,Stat/Cards
CAP FIBRE TIP PENS,2.00,1.00,1.00,2.00,0.00%,Stat/Cards
GIFTING CODE J 1,11.00,2.00,2.25,22.00,0.01%,Stat/Cards
GIFTING CODE P 1,8.00,2.90,3.00,23.20,0.01%,Stat/Cards
GIFTING CODE Q 1,8.00,2.90,3.00,23.20,0.01%,Stat/Cards
13AMP PLUGS DISPLAY BOX10 1,3.00,2.70,2.70,8.10,0.00%,Accessories
18 COVERED RAINBOW ELASTI 1,1.00,2.20,2.20,2.20,0.00%,Accessories
2 SILICONE SOOTHERS 1,3.00,2.20,2.20,6.60,0.00%,Accessories
ADHESIVE TAPE 24MM X 33MM 1,4.00,1.70,1.70,6.80,0.00%,Accessories
ADHESIVE TAPE 25MM X 66MM 1,2.00,2.20,2.20,4.40,0.00%,Accessories
ALL PURPOSE GLUE 25ML 1,3.00,2.20,2.20,6.60,0.00%,Accessories
BABY BOTTLE 8OZ 1,2.00,2.70,2.70,5.40,0.00%,Accessories
BALLOONS 20PK 20PK,5.00,2.20,2.20,11.00,0.00%,Accessories
BIRTHDY CANDLES & HOLDX12 1,6.00,1.70,1.70,10.20,0.00%,Accessories
BR M FRESH BAG AIR FRESH 1,6.00,4.00,4.00,24.00,0.01%,Accessories
DIESEL TREATMENT 200ML,2.00,7.95,7.95,15.90,0.00%,Accessories
HAIR GRIPS BLONDE 1,1.00,1.70,1.70,1.70,0.00%,Accessories
HOLT PUNCTURE REPAIR 1,2.00,11.95,11.95,23.90,0.01%,Accessories
IMPROVED MASKING TAPE25MM 1,1.00,3.20,3.20,3.20,0.00%,Accessories
NEW IMPROVED PLAY CARDS 1,8.00,2.20,2.20,17.60,0.00%,Accessories
PICTURE HOOKS ASSORTED 1,1.00,1.70,1.70,1.70,0.00%,Accessories
POWER STEERING FLUID 1,2.00,6.50,6.50,13.00,0.00%,Accessories
SOLV-X ASSTD HAIRBRUSHES 1,1.00,3.95,3.95,3.95,0.00%,Accessories
SOLV-X COCKTAIL STICKS200 1,2.00,1.70,1.70,3.40,0.00%,Accessories
SOLV-X COMBS 1,6.00,1.70,1.70,10.20,0.00%,Accessories
SOLV-X CRAFT SCISSORS 1,3.00,2.70,2.70,8.10,0.00%,Accessories
SOLV-X CUSHIONED PLASTERS 1,4.00,2.20,2.20,8.80,0.00%,Accessories
SOLV-X DRAWING PINS (100) 1,2.00,1.70,1.70,3.40,0.00%,Accessories
SOLV-X EMERY BOARDS100 1,5.00,1.70,1.70,8.50,0.00%,Accessories
SOLV-X GLUE STICK 1,2.00,2.20,2.20,4.40,0.00%,Accessories
SOLV-X NAIL CLIPPERS 1,3.00,2.20,2.20,6.60,0.00%,Accessories
SOLV-X PADLOCK 50MM 1,1.00,6.30,6.30,6.30,0.00%,Accessories
SOLV-X PARCEL TAPE 1,1.00,2.20,2.20,2.20,0.00%,Accessories
SOLV-X RUBBER BANDS 1,2.00,2.20,2.20,4.40,0.00%,Accessories
SOLV-X SAFETY PINS (40) 1,1.00,1.70,1.70,1.70,0.00%,Accessories
SOLV-X SEWING KITS 1,1.00,2.70,2.70,2.70,0.00%,Accessories
SOLV-X SEWING NEEDLES 1,3.00,1.70,1.70,5.10,0.00%,Accessories
SOLV-X STRING COTTON 1,5.00,2.70,2.70,13.50,0.00%,Accessories
SOLV-X SUPER GLUE BOTTLES 1,4.00,2.70,2.70,10.80,0.00%,Accessories
SOLV-X SUPER GLUE TUBES 1,11.00,2.20,2.20,24.20,0.01%,Accessories
SOLV-X SUPER TACK 1,4.00,1.70,1.70,6.80,0.00%,Accessories
STARLYTES MULLED WINE,1.00,1.50,1.50,1.50,0.00%,Accessories
WINE GLASSES,1.00,4.00,4.00,4.00,0.00%,Accessories
CARLUBE OIL TWO STROKE 1,1.00,3.90,3.90,3.90,0.00%,Fuel
HAVOLINE DIESEL SAE 10W-40,2.00,8.50,8.50,17.00,0.00%,Fuel
HAVOLINE EXTRA 10W-40,11.00,10.00,10.00,110.00,0.03%,Fuel
HAVOLINE ULTRA 5W40. 1 LT,20.00,12.00,12.00,240.00,0.06%,Fuel
HVL ENG OIL ENERGY 5W30 1 LT,10.00,13.50,13.50,135.00,0.03%,Fuel
MOTEX 2T 2 STROKE OIL,2.00,3.95,3.95,7.90,0.00%,Fuel
BNM BRIQUETTES,331.00,4.95,4.95,1638.45,0.39%,Fuel
BUTANE 11.34KG FILL,46.00,31.50,31.50,1449.00,0.34%,Fuel
EASI FLAME SMOKELESS COAL 20KG,136.00,10.50,10.50,1428.00,0.34%,Fuel
FIRE BUILDER 1.25KG,1.00,5.50,5.50,5.50,0.00%,Fuel
LOGS,202.00,5.00,6.80,1010.00,0.24%,Fuel
SPAR FIRELOG 1KG,766.00,1.30,1.99,994.50,0.23%,Fuel
SPAR KINDLING BAG 4LT,9.00,2.44,2.50,22.00,0.01%,Fuel
SPAR WOOD BRIQUETTES 6PK,4.00,2.99,2.99,11.96,0.00%,Fuel
SPARKS (HOME FIRE BAG) 4.4KG,30.00,4.00,4.99,120.00,0.03%,Fuel
STICKS,46.00,3.50,3.50,161.00,0.04%,Fuel
ZIP F/LIGHTER 36PK 1282G,27.00,4.30,4.30,116.10,0.03%,Fuel
CAR WASH,2.00,6.00,6.00,12.00,0.00%,Fuel
CAR WASH BRONZE,227.00,4.50,4.50,1021.50,0.24%,Fuel
CAR WASH GOLD,151.00,8.00,8.00,1208.00,0.28%,Fuel
CAR WASH PLATIUM,289.00,9.00,9.00,2601.00,0.61%,Fuel
CAR WASH SILVER,138.00,6.50,6.50,897.00,0.21%,Fuel
BORD GAIS TOKEN 1.00.. 1,1.00,1.00,1.00,1.00,0.00%,Fuel
BORD GAIS TOKEN 10.00. 1,173.00,10.00,10.00,1730.00,0.41%,Fuel
BORD GAIS TOKEN 15.00. 1,35.00,15.00,15.00,525.00,0.12%,Fuel
BORD GAIS TOKEN 20.00. 1,191.00,20.00,20.00,3820.00,0.90%,Fuel
BORD GAIS TOKEN 25.00. 1,24.00,25.00,25.00,600.00,0.14%,Fuel
BORD GAIS TOKEN 30.00. 1,54.00,30.00,30.00,1620.00,0.38%,Fuel
BORD GAIS TOKEN 40.00. 1,22.00,40.00,40.00,880.00,0.21%,Fuel
BORD GAIS TOKEN 45.00. 1,2.00,45.00,45.00,90.00,0.02%,Fuel
BORD GAIS TOKEN 50.00. 1,82.00,50.00,50.00,4100.00,0.97%,Fuel
DM PLUS NO 1X1 1,5.00,1.00,1.00,5.00,0.00%,Lotto
DM PLUS NO 2X1 1,2.00,2.00,2.00,4.00,0.00%,Lotto
DM PLUS YES 1X1 1,50.00,1.50,1.50,75.00,0.02%,Lotto
DM PLUS YES 1X2 1,5.00,3.00,3.00,15.00,0.00%,Lotto
DM PLUS YES 1X3 1,1.00,4.50,4.50,4.50,0.00%,Lotto
DM PLUS YES 1X7 1,2.00,10.50,10.50,21.00,0.01%,Lotto
DM PLUS YES 2X1 1,39.00,3.00,3.00,117.00,0.03%,Lotto
DM PLUS YES 2X2 1,11.00,6.00,6.00,66.00,0.02%,Lotto
DM PLUS YES 2X3 1,3.00,9.00,9.00,27.00,0.01%,Lotto
DM PLUS YES 3X1 1,3.00,4.50,4.50,13.50,0.00%,Lotto
DM PLUS YES 3X2 1,3.00,9.00,9.00,27.00,0.01%,Lotto
DM PLUS YES 4X1 1,4.00,6.00,6.00,24.00,0.01%,Lotto
DM PLUS YES 4X2 1,1.00,12.00,12.00,12.00,0.00%,Lotto
DM PLUS YES 5X1 1,2.00,7.50,7.50,15.00,0.00%,Lotto
EUROMILLONS PLUS NO P1 D1 1,41.00,2.50,2.50,102.50,0.02%,Lotto
EUROMILLONS PLUS NO P1 D2 1,3.00,5.00,5.00,15.00,0.00%,Lotto
EUROMILLONS PLUS NO P2 D1 1,106.00,5.00,5.00,530.00,0.13%,Lotto
EUROMILLONS PLUS NO P2 D2 1,6.00,10.00,10.00,60.00,0.01%,Lotto
EUROMILLONS PLUS NO P3 D1 1,21.00,7.50,7.50,157.50,0.04%,Lotto
EUROMILLONS PLUS NO P3 D2 1,1.00,15.00,15.00,15.00,0.00%,Lotto
EUROMILLONS PLUS NO P3 D8 1,1.00,60.00,60.00,60.00,0.01%,Lotto
EUROMILLONS PLUS NO P4 D1 1,44.00,10.00,10.00,440.00,0.10%,Lotto
EUROMILLONS PLUS NO P5 D1 1,10.00,12.50,12.50,125.00,0.03%,Lotto
EUROMILLONS PLUS NO P6 D1 1,66.00,15.00,15.00,990.00,0.23%,Lotto
EUROMILLONS PLUS NO P6 D2 1,3.00,30.00,30.00,90.00,0.02%,Lotto
EUROMILLONS PLUS YES P1D1 1,1120.00,3.50,3.50,3920.00,0.92%,Lotto
EUROMILLONS PLUS YES P1D2 1,10.00,7.00,7.00,70.00,0.02%,Lotto
EUROMILLONS PLUS YES P1D4 1,1.00,14.00,14.00,14.00,0.00%,Lotto
EUROMILLONS PLUS YES P1D8 1,4.00,28.00,28.00,112.00,0.03%,Lotto
EUROMILLONS PLUS YES P2D1 1,896.00,7.00,7.00,6272.00,1.48%,Lotto
EUROMILLONS PLUS YES P2D2 1,7.00,14.00,14.00,98.00,0.02%,Lotto
EUROMILLONS PLUS YES P2D4 1,1.00,28.00,28.00,28.00,0.01%,Lotto
EUROMILLONS PLUS YES P2D8 1,2.00,56.00,56.00,112.00,0.03%,Lotto
EUROMILLONS PLUS YES P3D1 1,283.00,10.50,10.50,2971.50,0.70%,Lotto
EUROMILLONS PLUS YES P3D2 1,3.00,21.00,21.00,63.00,0.01%,Lotto
EUROMILLONS PLUS YES P4D1 1,97.00,14.00,14.00,1358.00,0.32%,Lotto
EUROMILLONS PLUS YES P4D2 1,1.00,28.00,28.00,28.00,0.01%,Lotto
EUROMILLONS PLUS YES P5D1 1,25.00,17.50,17.50,437.50,0.10%,Lotto
EUROMILLONS PLUS YES P5D2 1,13.00,35.00,35.00,455.00,0.11%,Lotto
EUROMILLONS PLUS YES P5D8 1,3.00,140.00,140.00,420.00,0.10%,Lotto
EUROMILLONS PLUS YES P6D1 1,115.00,21.00,21.00,2415.00,0.57%,Lotto
EUROMILLONS PLUS YES P6D2 1,2.00,42.00,42.00,84.00,0.02%,Lotto
LOTTO,1.00,6.00,6.00,6.00,0.00%,Lotto
LOTTO,1.00,9.00,9.00,9.00,0.00%,Lotto
LOTTO,1.00,18.00,18.00,18.00,0.00%,Lotto
